機構狀態,機構名稱,地址縣市別,地址鄉鎮市區,地址街道巷弄號,負責人姓名,負責人性別,電話,是否為健保特約藥局
"開業","北海藥局","臺南市","北區","華德里海安路三段972號1樓","馬驊龍","男","62823535","Y"
"開業","北海藥局","新竹縣","竹北市","仁義路一五八號","張朝進","男","035558 220","N"
"開業","北區藥師藥局","桃園市","平鎮區","中豐路山頂段２９７號","陳成標","男","34693629","Y"
"開業","北國泰藥局","花蓮縣","花蓮市","府前路582號1樓","正建成","男","38228875","Y"
"開業","北陸藥局","臺北市","大安區","和平東路三段二七八號一樓","施振源","男","0227323594","N"
"開業","北港啄木鳥藥局","雲林縣","北港鎮","華勝路250號","黃詩樺","女","57822795","Y"
"開業","北港藥局","南投縣","國姓鄉","北港村國姓路２９之３號","廖金溢","男","049461 250","N"
"開業","北華藥局","臺中市","北屯區","北華街三十六號一樓","朱　足","女","422340145","N"
"開業","北勢進騰藥局","臺中市","沙鹿區","北勢東路509之7號1樓","劉淑敏","女","426314418","Y"
"開業","北新212藥局","新北市","新店區","北新路三段212號(2樓)","余采紋","女","02 29183212","N"
"開業","北新藥局","新北市","淡水區","北新路182巷63號","郭晉廷","男","","Y"
"開業","北榮藥局","嘉義市","東區","北榮街二號","王美娟","女","2280650","Y"
"開業","北興藥局","新竹縣","竹北市","勝利十街76號1、2樓","劉育昀","男","6688373","Y"
"開業","北聯藥局","新北市","蘆洲區","民族路456號1樓","梁正江","男","282866873","Y"
"開業","北醫藥局","新北市","新莊區","思源路一一九號一樓","黃永達","男","229983670","Y"
"開業","北醫藥局","桃園市","桃園區","中正路854號","王藝儒","女","","Y"
"開業","北醫藥師藥局","臺中市","西區","東興路三段89號","楊�超","男","423205250","Y"
"開業","古亭健康人生藥局","臺北市","大安區","羅斯福路二段83號","林雅琪","女","23660895","Y"
"開業","古亭藥局","臺北市","中正區","汀州路三段１１７號","廖秀香","女","","Y"
"開業","召安大藥局","雲林縣","褒忠鄉","中正路450號","盧佳伶","女","056976066","Y"
"開業","召安藥局","南投縣","名間鄉","彰南路三十之一號","吳煌基","男","0 0 0","Y"
"開業","召祐健保藥局","高雄市","苓雅區","正義路93號","林惠如","女","77493719","Y"
"開業","可可藥局","臺北市","南港區","研究院路二段36號","陳宏明","男","27886667",""
"開業","可安藥局","雲林縣","西螺鎮","吳厝里吳厝27-11號","鄭詳豫","男","55880971","Y"
"開業","可康藥局","臺北市","中山區","林森北路373號(1樓)","施庭榆","女","25361078","Y"
"開業","可達藥局","高雄市","左營區","榮德街177號","柯再裕","男","73426509","Y"
"開業","台大藥局","雲林縣","斗六市","雲林路二段90號","詹錦銘","男","55376156",""
"開業","台大藥師藥局","屏東縣","屏東市","光復路140-3、142號","曾華明","男","087330587、0975786368","Y"
"開業","台中丁丁藥局","臺中市","北區","漢口路4段255號","吳芳昇","男","422374596","Y"
"開業","台中大樹藥局","臺中市","北區","漢口路三段261號","陳仲維","男","422981113","Y"
"開業","台中漢口藥局","臺中市","北區","漢口路三段183、185號1樓","吳朝帆","男","422936166","Y"
"開業","台化藥局","新北市","永和區","勵行街119號1樓","蘇建明","男","222318686","Y"
"開業","台北長庚維康藥局","臺北市","松山區","敦化北路199巷2弄5號1樓","洪嘉妤","女","27199386","Y"
"開業","台丞藥局","臺中市","西區","三民路一段166-5號","廖婉任","女","422279666","Y"
"開業","台丞藥局","彰化縣","北斗鎮","新政里光復路197號","白竫萍","女","48873311","Y"
"開業","台丞藥局","雲林縣","二崙鄉","中山路121號","李韻如","女","55985599","Y"
"開業","台安藥局","臺北市","大安區","和平東路二段三五三號一樓","邱清照","女","27549099","Y"
"開業","台安藥局","臺中市","北區","興進路八十四號一樓","康國男","男","422388116","N"
"開業","台安藥局","臺南市","東區","大同路1段163號1樓","蔡京順","男","62721557.063","Y"
"開業","台安藥局","高雄市","三民區","華德街149號1樓","蔡玉霜","女","3892926、3972340","Y"
"開業","台安藥局","新竹市","北區","北大路464號","吳文基","男","35246069","Y"
"開業","台安藥局","新北市","板橋區","中正路204號1樓、2樓、3樓","余和泰","男","(02) 29663600","Y"
"開業","台安藥局","雲林縣","麥寮鄉","麥豐村新興路16號","蔡明豐","男","56933311","Y"
"開業","台西丁藥局","雲林縣","臺西鄉","海口村中山路３４２號","楊哲彰","男","05 6982070","N"
"開業","台呈藥局","新竹市","北區","西大路六一八號一樓","葉琦琪","女","035282932","Y"
"開業","台杏藥局","臺中市","南區","復興路3段337號","蔡佳育","女","422218087","Y"
"開業","台和群康藥局","臺南市","東區","崇善路470號1樓","黃成德","男","62891360","Y"
"開業","台明藥局","彰化縣","二林鎮","斗苑路五段２１３號","曾維英","女","048950970","Y"
"開業","台昕藥局","新北市","中和區","復興路255號(1樓)","陳民璠","女","0222406080","Y"
"開業","台南永康藥局","臺南市","永康區","中山南路816、816-1、816-2、816-3號1樓","施博議","男","62020201","Y"
"開業","台南鼎澄藥局","臺南市","東區","崇明路二十街13號1樓","謝宜倫","女","2908855、062609950、0971099838","Y"
"開業","台南藥局","臺南市","中西區","民族路３段４３號","何柏生","男","062249705","N"
"開業","台新藥局","臺南市","新營區","中正路86號","謝沛妤","女","66350048","Y"
"開業","台榮藥局","臺中市","西屯區","東大路一段19號1樓","林政葦","男","423581786","Y"
"開業","台醫藥局","臺北市","中正區","公園路30巷4號","江孟勳","男","23141202","Y"
"開業","台灣社區照護藥局","高雄市","前金區","中山二路533號7樓之1","林芳君","女","72211350","Y"
"開業","台灣新吉美碩高雄藥局","高雄市","左營區","大順一路91號13樓之5","楊國造","男","5560556",""
"開業","台灣藥局","臺南市","麻豆區","信義路11之13號","李慈芬","女","065726126","Y"
"開業","台灣藥局","新北市","泰山區","明志路1段282-286號","陳智宗","男","","Y"
"開業","右華藥局","臺中市","太平區","成功東路332號","林淑華","女","422756910",""
"開業","四季藥局","高雄市","仁武區","永仁街321號","郭美婷","女","73728289","Y"
"開業","四季寶健保藥局","新北市","淡水區","新市一路三段117-1號(含夾層)","林怡君","女","226283199","Y"
"開業","四維丁丁藥局","新竹市","北區","四維路19-2號1樓","詹佳瑜","女","35251371","Y"
"開業","四維啄木鳥藥局","嘉義市","西區","德安路160號","陳怡靜","女","52810598","Y"
"開業","四維藥局","臺北市","大安區","復興南路二段一五一巷四三號一樓","黃廣明","男","0227094222","Y"
"開業","四維藥局","新北市","中和區","四維街37巷2號1樓","吳惠鈴","女","0222961663","Y"
"開業","外木山藥局","基隆市","中山區","復興路328之5號","鄭元芳","女","224373636","N"
"開業","左外野藥局","桃園市","龜山區","文光街6號1樓","朱顯光","男","33271503","Y"
"開業","左野藥局","高雄市","左營區","崇德路222號","喻天龍","男","3486883","Y"
"開業","左營自由藥局","高雄市","左營區","自由二路350、350-1號","唐乙民","男","75589991","Y"
"開業","左營藥局","高雄市","左營區","華夏路325號","沈廷軒","男","75501017","Y"
"開業","巧心藥局","臺北市","松山區","八德路3段12巷57弄39之3號1樓","陳芳媛","女","25703728","Y"
"開業","巧心藥局","新北市","新莊區","建中街92號1樓","蘇綉文","女","222778584","Y"
"開業","巧能藥局","新北市","汐止區","福德一路209號1樓","陳姿君","女","026942858","Y"
"開業","巧康藥局","臺北市","文山區","木新路3段262、264號","徐　立","女","29372061","Y"
"開業","巧新藥局","新北市","新店區","北宜路一段84號1樓","林柏儀","男","02 29183565","Y"
"開業","市伍藥局","臺南市","麻豆區","中正路73號1樓","孫志銘","男","65724589","Y"
"開業","市安藥師藥局","臺南市","南區","國民路１４２號","吳志強","男","062882627","Y"
"開業","市政藥局","臺北市","信義區","忠孝東路5段169號1樓、171號1樓","林杰駖","女","27560050","Y"
"開業","市政藥局","臺中市","西屯區","文心路二段562號1樓","林文斌","男","423109076","Y"
"開業","布拉格藥局","臺中市","太平區","東平路615號1樓","郭香伶","女","422786580","Y"
"開業","布袋藥局","嘉義縣","布袋鎮","龍江路1號","吳俊億","男","53470660",""
"開業","平光藥局","臺南市","安南區","安中路一段822號","楊漢光","男","2459641、062565635","Y"
"開業","平安佳藥局","新竹縣","竹東鎮","東寧路三段21號","葉佳欣","女","35956969","Y"
"開業","平安藥局","臺南市","中西區","永華路一段236號","毛海棠","男","062292789","Y"
"開業","平安藥局","臺南市","麻豆區","興中路１１號","黃獻榮","男","065721225","Y"
"開業","平安藥局","高雄市","左營區","中華一路5之1號","王秀霞","女","75833688","Y"
"開業","平安藥局","新北市","新莊區","民安西路60號2樓","廖昶詠","男","22066608","Y"
"開業","平安藥局","桃園市","中壢區","莊敬路８１１巷２號","郭千碧","女","","Y"
"開業","平安藥局","宜蘭縣","五結鄉","五結中路二段23號","呂純","女","9603265","Y"
"開業","平安藥局","彰化縣","彰化市","信義里長發街7號1樓","林長槿","女","7269122","Y"
"開業","平安藥局","雲林縣","虎尾鎮","信義路5號","蕭逸宏","男","56320078","Y"
"開業","平安藥局","花蓮縣","光復鄉","大安村忠孝路98號","鍾春鳳","女","38700182","Y"
"開業","平安藥局","臺東縣","鹿野鄉","中華路二段5號","陳韋名","男","89550688","Y"
"開業","平成藥局","彰化縣","彰化市","曉陽路31號","吳足滿","女","47258070","Y"
"開業","平良藥局","嘉義市","西區","致遠里興業西路84號1樓","黃冠藍","男","052279981","Y"
"開業","平和藥局","臺中市","太平區","太平路202號1樓","朱邑遠","男","422704542","Y"
"開業","平和藥局","高雄市","岡山區","岡山路２６８號","吳皇杰","男","076212592","Y"
"開業","平和藥局","彰化縣","溪湖鎮","平和里彰水路三段277、279號1樓","洪禎晧","男","048816882/0911278518","Y"
"開業","平祐健保藥局","臺中市","東區","旱溪東路1段297號1樓","王山明","男","422113898","Y"
"開業","平等安德藥局","臺中市","中區","平等街116號1樓、B1","王珮榕","女","422222889","Y"
"開業","平順藥局","高雄市","彌陀區","中正路278號一樓","張翌暉","男","","Y"
"開業","平鎮中豐藥局","桃園市","平鎮區","中豐路山頂段164號","張家禎","女","34690939","Y"
"開業","平鎮延平藥局","桃園市","平鎮區","延平路2段430巷79-16號","郭平政","男","34918187","Y"
"開業","幼幼健保藥局","新竹縣","竹北市","嘉興路214號1樓","吳思慧","男","","Y"
"開業","幼幼藥局","臺南市","新營區","復興路129之3號","鄭祺彬","男","","Y"
"開業","幼安藥局","臺南市","安平區","華平路503號","張芳蘭","女","62937733","Y"
"開業","幼安藥局","新竹市","東區","三民里民族路一二八號","王麗姝","女","5978540","Y"
"開業","幼安藥局","雲林縣","虎尾鎮","立仁街57號","吳金繼","男","6321280","Y"
"開業","幼恩藥局","雲林縣","虎尾鎮","林森路一段453號","吳耀宗","男","56365821","Y"
"開業","幼能健保藥局","新竹市","北區","新竹市竹光路108號1樓","鐘幼能","女","","Y"
"開業","幼德和緯藥局","臺南市","北區","和緯路三段322號1樓","陳明廣","男","62584000","Y"
"開業","弘一藥局","高雄市","彌陀區","中正路１７１號","王清欽","男","076175620","N"
"開業","弘大美妝藥局","臺中市","南區","南門路115號1樓","黃柔輔","男","422859180","Y"
"開業","弘大藥局","新北市","蘆洲區","信義路２號","吳正坤","男","0222893949","N"
"開業","弘大藥局","桃園市","楊梅區","大華街十三號","羅勝財","男","","Y"
"開業","弘仁全民藥局","臺北市","大同區","重慶北路二段１４５號","章凌壽","男","0225579235","N"
"開業","弘仁藥局","臺中市","南區","復興路一段521號","陳宗仁","男","2261695、0422616495","Y"
"開業","弘仁藥局","雲林縣","斗六市","重光路27-1號","陳俊誠","男","055262109.0919507064",""
"開業","弘元中西藥局","臺北市","中山區","長安東路2段64號1樓","林博弘","男","225185688","Y"
"開業","弘光藥局","臺中市","北屯區","太原路三段四五八號一樓","王家安","男","422342999","Y"
"開業","弘光藥局","新北市","永和區","竹林路中興里66巷19號1樓","董昌憲","男","229282000","Y"
"開業","弘光藥師藥局","桃園市","桃園區","國際路一段１１３５號","徐菁黛","女","2170167","Y"
"開業","弘宇藥局","新北市","三峽區","國際一街5號1樓","林志陽","男","226717108","Y"
"開業","弘安育藥局","桃園市","龍潭區","北龍路一四四號","蕭新怡","女","4808824","Y"
"開業","弘安藥局","臺北市","北投區","懷德街３３號１樓","李淑惠","女","0228206390","Y"
"開業","弘安藥局","嘉義市","西區","文化路２７7號","陳俊男","男","52259000","Y"
"開業","弘安藥局","新北市","中和區","德光路一二一之一號一樓","吳瑞意","男","229646489","Y"
"開業","弘安藥局","桃園市","楊梅區","新農街１５號","謝京道","男","34782115","Y"
"開業","弘安藥局","彰化縣","伸港鄉","新興路43號1樓","黃國寶","男","47983877","N"
"開業","弘安藥局","嘉義縣","朴子市","竹圍里新進路31號","陳貞如","女","53707000","Y"
"開業","弘佑藥局","臺中市","大里區","成功路515號1樓","宋秉勳","男","424911234","Y"
"開業","弘佳藥局","彰化縣","和美鎮","道周路556號","巫維夏","男","7576611","Y"
"開業","弘宗藥局","高雄市","苓雅區","武智街二號","蔡燈徽","男","077211088","Y"
"開業","弘宗藥局","桃園市","觀音區","中山路１５號","廖經弘","男","34735659","Y"
"開業","弘昇藥局","臺北市","大安區","復興南路一段107巷32號","蕭金鐘","男","27110061","Y"
"開業","弘昇藥局","臺南市","安南區","鳳凰里安中路一段700巷32號1樓","鄭東享","男","62567605","Y"
"開業","弘昇藥局","嘉義市","東區","興中街１０６號","董銘鐘","男","0052282267","N"
"開業","弘昌藥局","臺北市","大安區","通化街139號","陳秉弘","男","227321616","Y"
"開業","弘昌藥局","南投縣","南投市","南崗一路８５號","張釜堯","男","049228 902","Y"
"開業","弘昌藥師藥局","新北市","樹林區","保安街一段65號1樓","毛淑慧","女","","Y"
"開業","弘明藥局","桃園市","八德區","廣福路２０巷２７弄３６號","陳定山","男","033629963","N"
"開業","弘松健保藥局","臺南市","善化區","中興路108號","劉櫻慧","女","065819146","Y"
"開業","弘映藥局","臺中市","北屯區","崇德路2段467號","林良基","男","422464485","Y"
"開業","弘英藥局","屏東縣","屏東市","中正路702-11號","邱英滋","女","087366898 087031107、0929576702","Y"
"開業","弘恩藥局","新北市","汐止區","福德二路152之1號1樓","沈亦峯","男","","Y"
"開業","弘泰藥師藥局","臺中市","南屯區","向心南路948號1樓","周立琛","男","424750790","Y"
"開業","弘盛藥局","屏東縣","屏東市","海豐街29－1號","羅勇村","男","77367470","Y"
"開業","弘福藥師藥局","臺中市","西屯區","西屯路3段166-21號1樓","劉永吉","男","0424611916、0424611916","Y"
"開業","弘興藥局","高雄市","鼓山區","鼓山三路48-11號","黃芬民","女","75612677","Y"
"開業","弘寶藥局","高雄市","林園區","鳳林路二段757之1號","辜福星","男","6462096","Y"
"開業","必生好藥局","新北市","板橋區","松柏街67號1樓","張光毅","男","222511057","Y"
"開業","必好藥局","高雄市","三民區","義華路460號","黃弘宜","男","73851751","Y"
"開業","必安藥局","臺中市","大肚區","沙田路二段634號","陳翰弘","男","426992116","Y"
"開業","必安藥局","桃園市","桃園區","永樂街６４號","郭志立","男","033324010","Y"
"開業","必安藥局","彰化縣","員林市","育英路１７４號","劉文智","男","048324986","Y"
"開業","必安藥局","屏東縣","潮州鎮","南進路４５號","劉月梅","女","87883680","N"
"開業","必佳藥局","屏東縣","高樹鄉","高樹村南興路60-6號","林裕智","男","87967927","Y"
"開業","必昇藥局","高雄市","小港區","漢民路三二二號","黃松榮","男","78069103","N"
"開業","必欣藥局","臺北市","信義區","松仁路２６４號","張維兆","男","0227225060","Y"
"開業","必健藥局","高雄市","左營區","自由二路90號","張一雄","男","75584259","Y"
"開業","必進藥局","新北市","汐止區","茄苳路３３號","徐必進","男","0026416382","N"
"開業","必達藥局","臺中市","豐原區","豐南街248號1、2樓","張哲毓","男","425291519",""
"開業","未來照護藥局","高雄市","三民區","民族一路543巷23號1樓","劉庭妤","女","3105356","Y"
"開業","未來藥局","高雄市","前鎮區","新光路13號1樓","林紫縈","女","075368855#11","Y"
"開業","本文藥局","高雄市","三民區","建工路432號","蘇哲霖","男","73896100","Y"
"開業","本平藥局","新北市","瑞芳區","瑞芳街45號（實際營業1樓）","江樹蒼","男","24972167、0915616562","Y"
"開業","本館藥局","高雄市","鳥松區","大華里本舘路190號1樓","廖恆毅","男","73707632","Y"
"開業","正一藥局","臺中市","西屯區","甘肅路2段85號","詹景富","男","0423113356",""
"開業","正一藥局","南投縣","埔里鎮","北澤街34號","蕭博哲","男","","N"
"開業","正人藥師藥局","高雄市","楠梓區","軍校路672號","王德樂","男","073652942","Y"
"開業","正三吉藥局","臺中市","中區","臺灣大道一段95號","黃俊豪","男","422207700","Y"
"開業","正大藥局","新竹市","北區","中正路390號1樓","李　蘋","女","35356056","Y"
"開業","正大藥局","新北市","三重區","五華街39號","朱金海","男","89815931","Y"
"開業","正大藥局","雲林縣","水林鄉","水林路42號1樓","方琬淇","女","057852069、057852069","Y"
"開業","正中藥局","臺北市","大同區","民族西路二一三號","陳迺仁","男","0225976937","Y"
"開業","正中藥局","臺中市","石岡區","萬興里豐勢路八三七號","林常安","男","25816070","N"
"開業","正仁藥局","臺北市","北投區","建民路１６１之９號","許明仁","男","0228212985","N"
"開業","正仁藥局","新北市","土城區","中央路4段二四○號","呂恆慎","男","0022682516","Y"
"開業","正仁藥局","嘉義縣","朴子市","南通路三段五五九號","張錫正","男","53798978","N"
"開業","正元藥局","苗栗縣","苗栗市","綠苗里中正路７２６號","何賢春","男","037329 026","N"
"開業","正升藥局","新北市","新店區","順安街61號1樓","聞偉良","男","02 29139493","Y"
"開業","正心藥局","臺北市","內湖區","麗山街３６８號１樓","李輝賢","男","0227972771","N"
"開業","正心藥局","臺中市","南區","南平路316號1樓","陳美森","女","422652720","Y"
"開業","正心藥局","基隆市","七堵區","南興路10號1樓","林幸盈","女","224563378","Y"
"開業","正心藥師藥局","高雄市","左營區","左營大路473之2號","李志中","男","5880386","Y"
"開業","正光高工藥局","臺中市","南區","高工路248號1樓","王俊顏","男","422620059","Y"
"開業","正光連鎖藥局烏日店","臺中市","烏日區","光日路55號1樓","吳南瑩","男","47636339","Y"
"開業","正光藥局","雲林縣","古坑鄉","永昌村永興路７５號之１","吳明輝","男","055823556","N"
"開業","正光藥局中正店","彰化縣","彰化市","中正路一段253號","嚴亮銘","男","47235068","Y"
"開業","正光藥局民族店","彰化縣","彰化市","彰安里民族路211號","陳曉莉","女","47234876","Y"
"開業","正光藥局員林店","彰化縣","員林市","仁愛里三民東街310、312號","嚴筱婷","女","48328765","Y"
"開業","正光藥局鹿港店","彰化縣","鹿港鎮","永安里復興路251號","張志宏","男","47775769","Y"
"開業","正光藥局溪湖店","彰化縣","溪湖鎮","大竹里平和街202.204號","柯盛凱","男","48825138","Y"
"開業","正光藥局彰南店","彰化縣","彰化市","中庄里彰南路一段21號","李忠罃","男","47321003","Y"
"開業","正全藥局","臺南市","仁德區","後壁里中正路二段１８０號","梁瑞榮","男","062793638","N"
"開業","正合藥局","彰化縣","溪湖鎮","彰水路三段204號","洪芳毅","男","48851685","Y"
"開業","正吉藥局","新北市","板橋區","莊敬路241號(1樓)","郭祈明","男","222595183","Y"
"開業","正好藥局","桃園市","觀音區","新生路1763號2樓","鍾榮東","男","","N"
"開業","正安西藥局","新竹縣","湖口鄉","信全街41號","謝辰宜","女","035991053","Y"
"開業","正安健保藥局","新北市","板橋區","民族路224號(1樓)","楊銘銓","男","229526813","Y"
"開業","正安藥局","臺中市","東區","旱溪街80之18號1樓","王鈴慧","女","422110903",""
"開業","正安藥局","新北市","新店區","明德路50號1樓","李政憲","男","(02)29115809","Y"
"開業","正安藥局","桃園市","桃園區","安東街５８號","郭素珍","女","033329461","Y"
"開業","正安藥局","雲林縣","虎尾鎮","仁愛路42號","林長新","男","56322058","Y"
"開業","正安藥局","屏東縣","屏東市","大同路１７７號","王清龍","男","087655845","N"
"開業","正成藥師藥局","新北市","板橋區","三民路二段１５４巷７號","張岡鴻","男","0229512760","Y"
"開業","正利民藥局","臺北市","大同區","延平北路三段105號","劉進格","男","0225924842","Y"
"開業","正和藥局","臺北市","信義區","吳興街225巷6號","王書藝","女","23455186","Y"
"開業","正和藥局","高雄市","苓雅區","福建街三六二號","廖娟美","女","072265377","Y"
"開業","正和藥局","雲林縣","褒忠鄉","三民路116號","張志僑","男","56972776","Y"
"開業","正宜藥局","新北市","樹林區","佳園路一段３９號","陳珞綺","女","026805678","Y"
"開業","正尚藥局","臺中市","北區","榮華街166號1樓","吳尚軒","男","422350347","Y"
"開業","正忠藥局","彰化縣","彰化市","福鎮街１６號","林培基","男","47244669","Y"
"開業","正忠藥師藥局","苗栗縣","苗栗市","中正路602號","劉政忠","男","37369359","Y"
"開業","正昌藥局","臺北市","大安區","通化街三八巷九號一樓","郭文成","男","0227540070","Y"
"開業","正昌藥局","彰化縣","伸港鄉","新港村中華路８１號","黃朝欽","男","047982287","N"
"開業","正明藥局","新北市","淡水區","長興街４２號","黃碧蓮","女","0026224025","N"
"開業","正明藥局","彰化縣","芬園鄉","芬草路一段２７３號","林淑燕","女","0492528318、0492523918","Y"
"開業","正欣藥局","宜蘭縣","羅東鎮","興東南路228巷8號","林建緯","男","9556786","Y"
"開業","正欣藥局","屏東縣","屏東市","前進里清進路601號","何添基","男","87524138","Y"
"開業","正欣藥局","新北市","三重區","正義北路113號2樓之1","陳清松","男","229878878","Y"
"開業","正欣藥局","桃園市","桃園區","莊敬路一段三四二之六號一樓","林源淙","男","3174677","Y"
"開業","正欣藥局","苗栗縣","苗栗市","福星街６０號","林淑玲","女","037264 502","Y"
"開業","正欣藥局","彰化縣","彰化市","興北里長壽街220號1樓","陳婉瑜","女","47266279","Y"
"開業","正科大藥局","新竹縣","竹北市","科大一路16號","何佳凌","女","36573561","Y"
"開業","正益藥局","彰化縣","田中鎮","北路里新福路53巷13號1樓","吳正益","男","48761001","Y"
"開業","正康健保藥局","新北市","板橋區","大觀路二段65號(1樓)","鄭錦霖","男","222756681","Y"
"開業","正康新埔藥局","新北市","板橋區","介壽街4號(1樓)","張慈雅","女","282595882","Y"
"開業","正康藥局","臺北市","中正區","漢口街1段22號","楊淑蓮","女","23712831","Y"
"開業","正得藥局","屏東縣","屏東市","廣東路713之一號一樓","湯麗娥","女","087366119 0929520505 0937922786","N"
"開業","正盛藥局","臺北市","萬華區","中華路2段434之1號","薛凱文","男","223050386","Y"
"開業","正傑健保藥局","臺北市","中山區","長安東路二段181號","蔡正彥","男","27310181、0958056616","Y"
"開業","正華藥局","臺南市","永康區","永康街１7號","溫豐津","男","062323618","Y"
"開業","正開心大藥局","臺中市","霧峰區","中正路951號1樓","王小娟","女","423396940","Y"
"開業","正陽藥局","臺北市","士林區","華齡街１１號１樓","劉淑美","女","0228815711","N"
"開業","正陽藥局","新北市","板橋區","雙十路2段116號1樓","李曉玲","女","222592667","Y"
"開業","正陽藥師藥局","新北市","中和區","連城路354號1樓","高義俊","男","82287336","Y"
"開業","正雅藥局","新北市","鶯歌區","建國路176號1樓","王貴美","女","26701128","Y"
"開業","正順藥局","新竹縣","竹東鎮","大林路107號","徐惠明","女","5948803","N"
"開業","正源藥局","屏東縣","屏東市","龍華路１84號","郭惠珍","女","087558891","Y"
"開業","正義藥局","臺中市","南區","復興路三段347、349號1樓","黃弘隆","男","422256121","Y"
"開業","正道藥局","嘉義縣","民雄鄉","復興路三十八號","李伊敦","男","052262193","Y"
"開業","正銨藥局","新北市","永和區","得和路247-1號(1樓)","鍾易亘","男","","Y"
"開業","正億藥局","基隆市","信義區","東明路一０一號","陳正德","男","024650273","N"
"開業","正德中西藥局","臺南市","安平區","國平路３５８號","顏頂致","男","062987688、062987688","N"
"開業","正德安藥局","嘉義縣","中埔鄉","同仁村１６７之１號","吳振峰","男","052531246","N"
"開業","正德健保藥局","高雄市","燕巢區","正德新村1號","李逸卿","男","76141103","Y"
"開業","正德藥局","臺南市","新營區","忠義街５之４號","林正典","男","066324481","N"
"開業","正德藥局","臺東縣","臺東市","更生路一九九號之二樓","游凰仙","女","89334181","Y"
"開業","正翰藥師藥局","桃園市","中壢區","龍東路４９８號","翁珮嘉","女","34664171","Y"
"開業","正興藥局","臺中市","中區","中華路二段一十六號一樓","賴宏洲","男","422020823","N"
"開業","正興藥局","高雄市","三民區","鼎強街５５號","黃長興","男","073422 283","N"
"開業","正鴻健保藥局","雲林縣","麥寮鄉","表福路35號","吳鴻年","女","056938786、0972090235","Y"
"開業","正豐藥局","臺中市","大雅區","民生路二段四號","周宏濤","男","25678858","Y"
"開業","正豐藥局","屏東縣","恆春鎮","南門路３７號","鄭正剛","男","88893835","N"
"開業","正蘇西西藥局","宜蘭縣","蘇澳鎮","中山路一段47號","張欣隆","男","399653800921894020","Y"
"開業","民川藥局","新北市","板橋區","四川路1段97號1樓","徐振凱","男","229520090","N"
"開業","民正藥局","高雄市","大樹區","中興北路63號","唐月葉","女","6515279","N"
"開業","民生健保藥局","宜蘭縣","羅東鎮","中正南路五十三號一樓","簡士凱","男","9562354","Y"
"開業","民生盛康藥局","臺北市","松山區","民生東路5段204號1樓","林國基","男","227460758","Y"
"開業","民生興安藥局","臺北市","中山區","民生東路3段90之1號","蔡嘉宏","男","25018310","Y"
"開業","民生藥局","臺北市","中正區","濟南路二段45之1號","吳肇修","男","0223416470","Y"
"開業","民生藥局","臺中市","大雅區","民生路一段221號1樓","洪曼鈞","女","425662229",""
"開業","民生藥局","臺南市","鹽水區","三福路５１號","蔡中堂","男","066521071","N"
"開業","民生藥局","桃園市","蘆竹區","南昌路45號","羅心妍","女","",""
"開業","民生藥局","彰化縣","芬園鄉","彰南路四段１１３號","陳明毅","男","049522595","Y"
"開業","民生藥局","雲林縣","北港鎮","南安里民生路７０號","朱萬力","男","057822476","Y"
"開業","民生藥師藥局","桃園市","中壢區","興仁路2段289號1樓","廖偉傑","男","","Y"
"開業","民安藥局","屏東縣","潮州鎮","同榮里西市路３８號","曾素環","女","87885763","Y"
"開業","民安藥局","高雄市","三民區","嫩江街70號","李益昌","男","73121381","Y"
"開業","民安藥局","基隆市","七堵區","百五街四號","林秀珍","女","024514938","Y"
"開業","民安藥局","新北市","新莊區","民安路232號2樓","黃崇裕","男","22038910","N"
"開業","民安藥局","苗栗縣","頭份市","中正三路２３８號","蘇祥祺","男","037601 273","N"
"開業","民安藥局","南投縣","草屯鎮","建國街１５號","洪美純","女","049334 879","Y"
"開業","民安藥局","雲林縣","斗南鎮","中山路89號","周松銘","男","55972076","Y"
"開業","民亨藥局","新北市","土城區","學成路一七二號","楊碧連","女","222701485","N"
"開業","民享藥局","苗栗縣","三義鄉","廣盛村中正路１34號","吳權準","男","037871 498","Y"
"開業","民侑藥局","新北市","板橋區","大觀路二段３７巷３１０號","劉梅真","女","22755938","Y"
"開業","民和藥局","臺北市","萬華區","民和街５號１樓","黃榮堂","男","0223038134","Y"
"開業","民和藥局","臺中市","大甲區","德興路68號","莊琇婷","女","426871212","Y"
"開業","民和藥局","高雄市","杉林區","月眉里清水路37號","黃仲惠","男","","N"
"開業","民和藥局","新北市","鶯歌區","鶯桃路１３７號","周　敏","男","0226705858","N"
"開業","民和藥局","桃園市","龍潭區","中正路三林段２２５號","黃代銓","男","034892045","N"
"開業","民昇藥局","臺北市","南港區","南港路3段338號(1樓)","鄭瓊淑","女","27835778",""
"開業","民昌藥局","苗栗縣","頭份市","忠孝里信東路１３０號","邱瓊光","男","037673 232","Y"
"開業","民欣藥局","雲林縣","斗南鎮","明昌里長安路二段１９１號","林本福","男","055973913","N"
"開業","民治啄木鳥藥局","臺南市","新營區","王公里6鄰民治路6-47號1樓","郭昭孍","女","066590248/0937576675","Y"
"開業","民康藥局","臺南市","六甲區","中正路531-1號1樓","黃麗蓉","女","66980980","Y"
"開業","民康藥局","新北市","中和區","忠孝街１２２號之１","陳英欽","男","0029434163","N"
"開業","民族弘安藥局","嘉義市","東區","朝陽里民族路165號","何應璋","男","52240101","Y"
